X,Y,Z
-0.005649590864777565,0.0009097009897232056,-0.001864016056060791
-0.006051400676369667,0.001196637749671936,-0.0014672279357910156
-0.006743013858795166,0.001403961330652237,-0.0021995902061462402
-0.00682978518307209,0.0010755378752946854,-0.0014211535453796387
-0.005818725563585758,0.0008703265339136124,-0.0012076497077941895
-0.006276695057749748,0.001310868188738823,-0.0007805824279785156
-0.006307652220129967,0.0010242238640785217,-0.001268923282623291
-0.005963373929262161,0.0006713457405567169,-0.0008110404014587402
-0.005832277238368988,0.0015936270356178284,-0.0004445314407348633
-0.0055059948936104774,0.0013117194175720215,-0.0007799863815307617
-0.006752878427505493,0.0019050836563110352,-0.0014212727546691895
-0.004846265539526939,0.0009100586175918579,-0.0010090470314025879
-0.005966112017631531,0.0019177775830030441,-0.0012685060501098633
-0.006692567840218544,0.0007943399250507355,-0.0013755559921264648
-0.007208609953522682,0.0019290708005428314,-0.0007500648498535156
-0.0048179300501942635,5.560368299484253e-05,-0.0018328428268432617
-0.009023100137710571,0.0022488459944725037,-0.0010699629783630371
-0.004206242971122265,0.0005957968533039093,-0.002015233039855957
-0.007523984648287296,0.0008665956556797028,-0.0009164214134216309
-0.005684752948582172,0.001441407948732376,-0.0023659467697143555
-0.006149180233478546,0.0006321277469396591,-0.00149613618850708
-0.0064677223563194275,0.002361588180065155,-0.0014042854309082031
-0.004857553169131279,0.00010303035378456116,-0.0012514591217041016
-0.007372799329459667,0.0018959343433380127,-0.0012817978858947754
-0.0035275407135486603,-9.40077006816864e-06,-0.00170820951461792
-0.007814880460500717,0.0013805385679006577,-0.0010669827461242676
-0.0046830084174871445,0.0004888325929641724,-0.0026993155479431152
-0.006826786324381828,0.0007105115801095963,-0.0015851855278015137
-0.006230803206562996,0.00152689591050148,-0.0019205212593078613
-0.004294021986424923,-0.0004560984671115875,-0.0015690922737121582
-0.007743400521576405,0.0031706206500530243,-0.0021489858627319336
-0.004286084324121475,-8.579529821872711e-05,-0.002743661403656006
-0.008858897723257542,0.0015062224119901657,-0.0024690628051757812
-0.0027775727212429047,0.0012589991092681885,-0.0015377998352050781
-0.0076220110058784485,0.0013511944562196732,-0.0015840530395507812
-0.006475681439042091,0.0014686081558465958,-0.0017671585083007812
-0.0034469328820705414,0.0003077331930398941,-0.0018128156661987305
-0.007220125757157803,-0.00013822689652442932,-0.0018126368522644043
-0.0044584861025214195,0.001712299883365631,-0.0031088590621948242
-0.007569745182991028,0.0013221018016338348,-0.0020256638526916504
-0.0018950030207633972,0.00021697953343391418,-0.001155257225036621
-0.008710546419024467,0.0027165450155735016,-0.0020098090171813965
-0.003112955018877983,0.00028244778513908386,-0.0009259581565856934
-0.006051309406757355,0.0011906698346138,-0.0016581416130065918
-0.006726686842739582,0.0018105525523424149,-0.0014442205429077148
-0.0025448454543948174,0.000378388911485672,-0.0025736093521118164
-0.008814087137579918,0.0021120384335517883,-0.0019786953926086426
-0.0033662356436252594,-0.00011742860078811646,-0.0023445487022399902
-0.006799831986427307,0.0015119798481464386,-0.0016578435897827148
-0.005006581544876099,0.00022020749747753143,-0.0022524595260620117
-0.005116128362715244,0.0010044705122709274,-0.0015807151794433594
-0.006765279918909073,0.001171555370092392,-0.0008177757263183594
-0.005221248604357243,0.0003363080322742462,-0.0011836886405944824
-0.007843706756830215,0.0020373649895191193,-0.0026487112045288086
-0.0030644871294498444,-0.0006593558937311172,-0.0018088221549987793
-0.007066421210765839,0.0014369264245033264,-0.0021448731422424316
-0.003698207437992096,0.0018782131373882294,-0.0029378533363342285
-0.0064397575333714485,-0.001055089756846428,-0.0027854442596435547
-0.005105586722493172,0.0027341507375240326,-0.00306016206741333
-0.005949102342128754,-0.0005969889461994171,-0.0016407370567321777
-0.006174327805638313,0.002220839262008667,-0.00186997652053833
-0.0040612854063510895,7.200613617897034e-05,-0.0024187564849853516
-0.006533152423799038,-3.267452120780945e-05,-0.0010303854942321777
-0.0037476979196071625,0.0020001083612442017,-0.0020218491554260254
-0.005634385161101818,9.96328890323639e-06,-0.0023268461227416992
-0.005885383114218712,0.0023402664810419083,-0.0025562047958374023
-0.004888869822025299,-0.0001991279423236847,-0.00211334228515625
-0.006123723462224007,0.0011491328477859497,-0.0019456148147583008
-0.004361280240118504,0.0010047871619462967,-0.0017161965370178223
-0.006716188043355942,0.00025146082043647766,-0.0022652745246887207
-0.004418645054101944,4.201382398605347e-05,-0.0025551915168762207
-0.005977095104753971,0.00046634674072265625,-0.0017465949058532715
-0.00611254945397377,0.0016563087701797485,-0.0019602179527282715
-0.0048078615218400955,0.0007341206073760986,-0.00273817777633667
-0.00592687726020813,0.0006456933915615082,-0.0013648271560668945
-0.0046197837218642235,0.001155111938714981,-0.0018224716186523438
-0.005303646437823772,-0.00022030062973499298,-0.002447843551635742
-0.005667412653565407,0.0011777766048908234,-0.001913607120513916
-0.004689286462962627,-0.0004535634070634842,-0.0017609000205993652
-0.006375717930495739,0.0005559232085943222,-0.0014861822128295898
-0.006278155371546745,0.0007784143090248108,-0.0016996264457702637
-0.005832284688949585,0.001555340364575386,-0.001742720603942871
0.0026468904688954353,0.008891113102436066,0.10784751176834106
-0.022360626608133316,-0.0016035288572311401,0.06025254726409912
0.013950806111097336,-0.006592694669961929,-0.028216660022735596
-0.020238244906067848,0.007432237267494202,0.002444326877593994
-0.0028519872575998306,0.0038105882704257965,0.006119728088378906
-0.0045675914734601974,-0.008884776383638382,-0.00770258903503418
-0.008216816931962967,0.009594779461622238,0.0038300752639770508
-0.004803786985576153,-0.0012022852897644043,-0.005765318870544434
-0.005611864849925041,-0.003444848582148552,0.0020307302474975586
-0.004124339669942856,0.007660290226340294,-0.004865407943725586
-0.007330174557864666,-0.00558353029191494,0.0004439353942871094
-0.005654456093907356,0.00791490450501442,-0.003050088882446289
-0.005316605791449547,-0.004623565822839737,-0.0012491345405578613
-0.00666352454572916,0.00456065870821476,-0.0012801289558410645
-0.005128541961312294,0.0007356293499469757,-0.0012494921684265137
-0.005683287978172302,-0.0008440539240837097,-0.0016922354698181152
-0.005354851484298706,0.004113225266337395,-0.0022566914558410645
-0.004748174920678139,-0.004420232027769089,-0.0018749833106994629
-0.006109578534960747,0.0036131758242845535,-0.0022569894790649414
-0.005191594362258911,-0.0009427685290575027,-0.0017985105514526367
-0.004944810643792152,0.001964844763278961,-0.0023173093795776367
-0.006035235710442066,0.000946270301938057,-0.0018437504768371582
-0.004978984594345093,-0.0004824195057153702,-0.0014162659645080566
-0.005767742171883583,0.0033243224024772644,-0.0018436312675476074
-0.005254216492176056,-0.0008081234991550446,-0.0009124279022216797
-0.005648534744977951,0.0022473223507404327,-0.002438366413116455
-0.005927981808781624,0.0015966277569532394,-0.001552879810333252
-0.0056057823821902275,0.001793142408132553,-0.0014002323150634766
-0.005951203405857086,0.001990627497434616,-0.002559959888458252
-0.004913831129670143,0.0003707520663738251,-0.0022239089012145996
-0.004793115891516209,0.0017017722129821777,-0.0023463964462280273
-0.005191858857870102,0.00025967881083488464,-0.0013088583946228027
-0.005253346636891365,0.001126699149608612,-0.0024837255477905273
-0.005043570883572102,0.0005628820508718491,-0.0028496384620666504
-0.006951816380023956,0.0015121586620807648,-0.0018426775932312012
-0.003888331353664398,0.0005373824387788773,-0.0026665329933166504
-0.006506768986582756,0.0007002837955951691,-0.0020561814308166504
-0.0052969614043831825,0.0017732977867126465,-0.0014764070510864258
-0.005482615903019905,0.0011732541024684906,-0.0019339323043823242
-0.005648387596011162,0.0018332041800022125,-0.002070486545562744
-0.004912572912871838,0.001463666558265686,-0.002695441246032715
-0.005871957167983055,0.0007037539035081863,-0.0028938651084899902
-0.005315551534295082,0.000590197741985321,-0.0025731921195983887
-0.005028394982218742,0.0007365010678768158,-0.0023292899131774902
-0.005112869665026665,0.0012148935347795486,-0.0019783973693847656
-0.004868494346737862,0.0007953941822052002,-0.0017030835151672363
-0.0056015122681856155,0.0015669986605644226,-0.0019927024841308594
-0.005444398149847984,0.0013302676379680634,-0.0013519525527954102
-0.005847522057592869,0.0017023645341396332,-0.0016115307807922363
-0.005658797919750214,0.0018888115882873535,-0.0018556714057922363
-0.00475466251373291,0.0008866675198078156,-0.0016419291496276855
-0.0051763225346803665,0.0016424674540758133,-0.0025267601013183594
-0.005605041980743408,0.0010416097939014435,-0.0022670626640319824
-0.005126651376485825,0.0013113822788000107,-0.0014581680297851562
-0.005582061596214771,0.0011948440223932266,-0.002221226692199707
-0.00490950420498848,0.0008317548781633377,-0.0011993050575256348
-0.005132116377353668,0.001775585114955902,-0.001397550106048584
-0.005434362217783928,0.0010229311883449554,-0.0019462108612060547
-0.004609651863574982,0.001079583540558815,-0.001656174659729004
-0.00524633564054966,0.0013724900782108307,-0.0021744966506958008
-0.005240394733846188,0.00038946792483329773,-0.0014113187789916992
-0.00432919804006815,0.0012036897242069244,-0.0017928481101989746
-0.005009720101952553,0.0006130672991275787,-0.0017009377479553223
-0.005007638595998287,0.001041613519191742,-0.0011665821075439453
-0.005667334422469139,0.00045999884605407715,-0.002036154270172119
-0.005009440705180168,0.0011283867061138153,-0.0026615262031555176
-0.004848354496061802,0.001288311555981636,-0.0017916560173034668
-0.005084235221147537,0.00154038704931736,-0.0016083121299743652
-0.005088381469249725,0.0007273741066455841,-0.002005338668823242
-0.005008832551538944,0.00164785236120224,-0.0022647976875305176
-0.005545454099774361,0.0012616124004125595,-0.0024022459983825684
-0.005144193768501282,0.0012895576655864716,-0.0011661648750305176
-0.005236382596194744,0.0010337941348552704,-0.0010440349578857422
-0.0055057331919670105,0.0014824867248535156,-0.0020659565925598145
-0.005332505330443382,0.0012206770479679108,-0.0020351409912109375
-0.00549987331032753,0.0004589669406414032,-0.0020348429679870605
-0.005200281739234924,0.0011124778538942337,-0.0019736289978027344
-0.00510786846280098,0.0011019445955753326,-0.002553403377532959
-0.005236754193902016,0.00010839663445949554,-0.0017293095588684082
-0.004998968914151192,0.0015718676149845123,-0.0018211007118225098
-0.005571914836764336,0.0013774298131465912,-0.0027366280555725098
-0.004479581490159035,0.00027550943195819855,-0.0015310049057006836
-0.004425180144608021,0.000802110880613327,-0.002354741096496582
-0.005097357556223869,0.0002749301493167877,-0.001546025276184082
-0.004857929423451424,0.0008484534919261932,-0.002080202102661133
-0.003318658098578453,0.004751754924654961,0.01639646291732788
0.004287709482014179,0.01335509680211544,0.249921977519989
-0.032431989908218384,-0.006251633167266846,-0.03215402364730835
0.040716808289289474,-0.005799280479550362,-0.009848058223724365
-0.03500698506832123,0.011849280446767807,0.01611846685409546
-0.01030788104981184,0.0066190436482429504,-0.00130385160446167
0.023440483957529068,-0.014347909018397331,-0.003758847713470459
-0.03803951293230057,0.015865247696638107,0.0037904977798461914
0.022359944880008698,-0.006067920476198196,-0.00601726770401001
-0.01529776956886053,0.0010917838662862778,2.3484230041503906e-05
